DATAFLOW,FREQ: Frequency,TIME_PERIOD: Time,GEO_PICT: Pacific Island Countries and territories,INDICATOR: Indicator,RANGE: Range,OBS_VALUE,UNIT_MEASURE: Unit of measure,UNIT_MULT: Unit multiplier,OBS_STATUS: Observation Status,DATA_SOURCE: Data source,OBS_COMMENT: Comment
SPC:DF_POP_COAST(2.0),A: Annual,2013,WS: Samoa,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2014,WS: Samoa,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2015,WS: Samoa,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2016,WS: Samoa,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2017,WS: Samoa,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2018,WS: Samoa,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2019,WS: Samoa,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2020,WS: Samoa,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2021,WS: Samoa,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2010,AS: American Samoa,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,55502,N: units,,E: Estimated value,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2011,AS: American Samoa,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,55660,N: units,,E: Estimated value,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2012,AS: American Samoa,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,55799,N: units,,E: Estimated value,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2013,AS: American Samoa,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,55930,N: units,,E: Estimated value,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2014,AS: American Samoa,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,56050,N: units,,E: Estimated value,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2015,AS: American Samoa,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,56181,N: units,,E: Estimated value,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2016,AS: American Samoa,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,56303,N: units,,E: Estimated value,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2017,AS: American Samoa,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,56427,N: units,,E: Estimated value,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2018,AS: American Samoa,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,56556,N: units,,E: Estimated value,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2019,AS: American Samoa,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,56687,N: units,,E: Estimated value,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2020,AS: American Samoa,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,56813,N: units,,E: Estimated value,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2021,AS: American Samoa,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,56951,N: units,,E: Estimated value,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2010,FM: Micronesia (Federated States of),COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,102765,N: units,,E: Estimated value,,Estimated mid-year population for year 2010.
SPC:DF_POP_COAST(2.0),A: Annual,2011,FM: Micronesia (Federated States of),COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,103027,N: units,,E: Estimated value,,Estimated mid-year population for year 2011.
SPC:DF_POP_COAST(2.0),A: Annual,2012,FM: Micronesia (Federated States of),COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,103287,N: units,,E: Estimated value,,Estimated mid-year population for year 2012.
SPC:DF_POP_COAST(2.0),A: Annual,2013,FM: Micronesia (Federated States of),COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,103550,N: units,,E: Estimated value,,Estimated mid-year population for year 2013.
SPC:DF_POP_COAST(2.0),A: Annual,2014,FM: Micronesia (Federated States of),COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,103825,N: units,,E: Estimated value,,Estimated mid-year population for year 2014.
SPC:DF_POP_COAST(2.0),A: Annual,2015,FM: Micronesia (Federated States of),COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,104104,N: units,,E: Estimated value,,Estimated mid-year population for year 2015.
SPC:DF_POP_COAST(2.0),A: Annual,2016,FM: Micronesia (Federated States of),COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,104380,N: units,,E: Estimated value,,Estimated mid-year population for year 2016.
SPC:DF_POP_COAST(2.0),A: Annual,2017,FM: Micronesia (Federated States of),COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,104665,N: units,,E: Estimated value,,Estimated mid-year population for year 2017.
SPC:DF_POP_COAST(2.0),A: Annual,2018,FM: Micronesia (Federated States of),COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,104945,N: units,,E: Estimated value,,Estimated mid-year population for year 2018.
SPC:DF_POP_COAST(2.0),A: Annual,2019,FM: Micronesia (Federated States of),COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,105227,N: units,,E: Estimated value,,Estimated mid-year population for year 2019.
SPC:DF_POP_COAST(2.0),A: Annual,2020,FM: Micronesia (Federated States of),COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,105503,N: units,,E: Estimated value,,Estimated mid-year population for year 2020.
SPC:DF_POP_COAST(2.0),A: Annual,2021,FM: Micronesia (Federated States of),COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,105754,N: units,,E: Estimated value,,Estimated mid-year population for year 2021.
SPC:DF_POP_COAST(2.0),A: Annual,2010,TV: Tuvalu,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,10530,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2011,TV: Tuvalu,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,10510,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2012,TV: Tuvalu,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,10480,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2013,TV: Tuvalu,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,10460,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2014,TV: Tuvalu,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,10430,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2015,TV: Tuvalu,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,10410,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2016,TV: Tuvalu,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,10390,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2017,TV: Tuvalu,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,10359,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2018,TV: Tuvalu,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,10422,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2019,TV: Tuvalu,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,10495,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2020,TV: Tuvalu,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,10580,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2021,TV: Tuvalu,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,10679,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2010,MEL: Melanesia,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,3124000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2011,MEL: Melanesia,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,3184000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2012,MEL: Melanesia,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,3246000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2013,MEL: Melanesia,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,3309000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2014,MEL: Melanesia,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,3372000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2015,MEL: Melanesia,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,3433000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2016,MEL: Melanesia,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,3493000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2017,MEL: Melanesia,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,3555000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2018,MEL: Melanesia,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,3618000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2019,MEL: Melanesia,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,3682000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2020,MEL: Melanesia,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,3745000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2021,MEL: Melanesia,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,3809000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2010,PF: French Polynesia,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,267800,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A: Annual,2011,PF: French Polynesia,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,269000,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A: Annual,2012,PF: French Polynesia,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,270100,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A: Annual,2013,PF: French Polynesia,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,271300,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A: Annual,2014,PF: French Polynesia,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,272400,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A: Annual,2015,PF: French Polynesia,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,273600,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A: Annual,2016,PF: French Polynesia,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,274700,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A: Annual,2017,PF: French Polynesia,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,275899,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A: Annual,2018,PF: French Polynesia,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,276908,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A: Annual,2019,PF: French Polynesia,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,277914,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A: Annual,2020,PF: French Polynesia,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,278908,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A: Annual,2021,PF: French Polynesia,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,279890,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A: Annual,2010,NC: New Caledonia,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,57,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2014 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2011,NC: New Caledonia,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,57,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2014 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2012,NC: New Caledonia,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,57,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2014 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2013,NC: New Caledonia,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,57,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2014 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2014,NC: New Caledonia,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,57,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2014 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2015,NC: New Caledonia,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,57,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2014 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2016,NC: New Caledonia,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,57,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2014 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2017,NC: New Caledonia,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,57,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2014 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2018,NC: New Caledonia,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,57,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2014 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2019,NC: New Caledonia,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,57,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2014 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2020,NC: New Caledonia,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,57,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2014 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2021,NC: New Caledonia,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,57,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2014 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2010,TV: Tuvalu,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2011,TV: Tuvalu,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2012,TV: Tuvalu,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2013,TV: Tuvalu,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2014,TV: Tuvalu,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2015,TV: Tuvalu,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2016,TV: Tuvalu,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2017,TV: Tuvalu,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2018,TV: Tuvalu,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2019,TV: Tuvalu,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2020,TV: Tuvalu,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2021,TV: Tuvalu,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2010,NR: Nauru,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,10030,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2011,NR: Nauru,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,10200,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2012,NR: Nauru,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,10370,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2013,NR: Nauru,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,10540,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2014,NR: Nauru,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,10710,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2015,NR: Nauru,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,10880,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2016,NR: Nauru,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,11060,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2017,NR: Nauru,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,11230,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2018,NR: Nauru,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,11400,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2019,NR: Nauru,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,11505,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2020,NR: Nauru,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,11690,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2021,NR: Nauru,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,11832,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2010,PN: Pitcairn,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2011,PN: Pitcairn,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2012,PN: Pitcairn,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2013,PN: Pitcairn,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2014,PN: Pitcairn,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2015,PN: Pitcairn,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2016,PN: Pitcairn,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2017,PN: Pitcairn,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
